K,Points:0,Points:1,Points:2,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.0039932,1.1427,0.5,6.2583,-0.07046,-0.0021588,1.0932,1.1427,0.5,6.2583,0.0032391,0.00058972,-0.00041548,0.0017726,-0.00097832,0.0029746,,0.110614958,-0.011509141
0.0038205,1.1509,0.5,6.2583,-0.071173,-0.0037108,1.1038,1.1509,0.5,6.2583,0.0030553,0.00056837,-0.00037656,0.0017717,-0.00089113,0.0028139,,0.105831025,-0.010431025
0.0036261,1.1592,0.5,6.2583,-0.071465,-0.0060244,1.1174,1.1592,0.5,6.2583,0.0028892,0.00055896,-0.00033317,0.0017581,-0.00073509,0.0026049,,0.100445983,-0.009229086
0.0034498,1.1674,0.5,6.2583,-0.070949,-0.0095987,1.1348,1.1674,0.5,6.2583,0.002751,0.00056996,-0.00029783,0.0017444,-0.00054426,0.0024042,,0.095562327,-0.008250139
0.0033262,1.1757,0.5,6.2583,-0.068946,-0.013929,1.1571,1.1757,0.5,6.2583,0.0026299,0.00057843,-0.00026744,0.0017466,-0.00037852,0.0022758,,0.092138504,-0.00740831
0.0032985,1.1839,0.5,6.2583,-0.0644,-0.019157,1.1863,1.1839,0.5,6.2583,0.0025123,0.00056209,-0.00023275,0.0017833,-0.00028184,0.0023014,,0.091371191,-0.006447368
0.0033735,1.1922,0.5,6.2583,-0.054662,-0.024672,1.2288,1.1922,0.5,6.2583,0.0023865,0.00049994,-0.00022611,0.0018541,-0.00027769,0.0025064,,0.093448753,-0.006263435
0.0034798,1.2005,0.5,6.2583,-0.032742,-0.029577,1.2758,1.2005,0.5,6.2583,0.0021352,0.00039761,0.00014541,0.0018873,-0.00029994,0.0029372,,0.096393352,0.004027978
0.0036573,1.2087,0.5,6.2583,0.01391,-0.031436,1.2541,1.2087,0.5,6.2583,0.0015978,0.00025499,0.0010496,0.0017881,-0.00026163,0.0039286,,0.101310249,0.029074792
0.0036316,1.217,0.5,6.2583,0.084612,-0.027083,1.044,1.217,0.5,6.2583,0.00091224,0.00010754,0.0015206,0.0013497,-0.00019159,0.0050013,,0.100598338,0.042121884
0.0017546,1.2252,0.5,6.2583,0.079956,-0.011702,0.45992,1.2252,0.5,6.2583,0.00030069,2.21E-05,0.00075126,0.00050163,-8.01E-05,0.0027069,,0.048603878,0.020810526
1.66E-05,1.2335,0.5,6.2583,0.017965,-6.08E-11,0.021491,1.2335,0.5,6.2583,1.07E-05,-4.23E-14,1.49E-05,1.81E-22,-6.39E-14,2.25E-05,,0.000459474,0.000413518
0,1.2417,0.5,6.2583,0,0,0,1.2417,0.5,6.2583,0,0,0,0,0,0,,0,0
0,1.25,0.5,6.2583,0,0,0,1.25,0.5,6.2583,0,0,0,0,0,0,,0,0
0,1.2583,0.5,6.2583,0,0,0,1.2583,0.5,6.2583,0,0,0,0,0,0,,0,0
3.14E-05,1.2665,0.5,6.2583,-0.011123,-4.68E-11,0.016263,1.2665,0.5,6.2583,1.94E-05,7.38E-14,-2.56E-05,3.59E-22,-1.25E-13,4.35E-05,,0.000870526,-0.000710111
0.0038912,1.2748,0.5,6.2583,-0.059836,-0.013858,0.42885,1.2748,0.5,6.2583,0.00075157,-6.00E-05,-0.0019746,0.00061107,0.00019831,0.0064197,,0.107789474,-0.054698061
0.0073458,1.283,0.5,6.2583,-0.050007,-0.032524,0.99845,1.283,0.5,6.2583,0.0019241,-0.00015951,-0.0037581,0.0016452,0.00053069,0.011122,,0.203484765,-0.104102493
0.0062244,1.2913,0.5,6.2583,0.035173,-0.038117,1.2293,1.2913,0.5,6.2583,0.002819,-0.00018621,-0.0029053,0.0019939,0.00050174,0.0076359,,0.172421053,-0.080479224
0.0051041,1.2995,0.5,6.2583,0.091748,-0.038271,1.2781,1.2995,0.5,6.2583,0.0034605,-0.00025885,-0.0014383,0.001893,0.00019796,0.0048548,,0.141387812,-0.039842105
0.0046075,1.3078,0.5,6.2583,0.11878,-0.037326,1.2503,1.3078,0.5,6.2583,0.0037094,-0.00045133,-0.00059528,0.0018915,-2.61E-05,0.0036141,,0.127631579,-0.016489751
0.00446,1.316,0.5,6.2583,0.13156,-0.036949,1.2193,1.316,0.5,6.2583,0.003777,-0.00062549,-0.00049884,0.0019367,-0.00016849,0.0032063,,0.123545706,-0.013818283
0.0044265,1.3243,0.5,6.2583,0.13919,-0.037172,1.1996,1.3243,0.5,6.2583,0.0038444,-0.00073213,-0.00047695,0.0019522,-0.00032102,0.0030563,,0.122617729,-0.013211911
0.0044517,1.3326,0.5,6.2583,0.14489,-0.037522,1.1872,1.3326,0.5,6.2583,0.003918,-0.00081707,-0.00043252,0.0019665,-0.0005499,0.003019,,0.123315789,-0.011981163
0.0045373,1.3408,0.5,6.2583,0.14974,-0.037209,1.1792,1.3408,0.5,6.2583,0.0039409,-0.00091282,-0.0003901,0.0020197,-0.00081531,0.0031141,,0.125686981,-0.010806094
0.0046524,1.3491,0.5,6.2583,0.1544,-0.037232,1.1742,1.3491,0.5,6.2583,0.0038971,-0.0010071,-0.00037198,0.0021289,-0.0010596,0.0032788,,0.128875346,-0.010304155
0.0047766,1.3573,0.5,6.2583,0.1594,-0.037897,1.171,1.3573,0.5,6.2583,0.0037896,-0.0010841,-0.00039457,0.0022645,-0.0012489,0.0034991,,0.132315789,-0.010929917
0.0048628,1.3656,0.5,6.2583,0.16506,-0.03946,1.1701,1.3656,0.5,6.2583,0.0036147,-0.0010794,-0.00044853,0.0023335,-0.0013525,0.0037774,,0.134703601,-0.012424654
0.0048668,1.3738,0.5,6.2583,0.17164,-0.042466,1.1709,1.3738,0.5,6.2583,0.0033943,-0.0009475,-0.00052801,0.0022891,-0.0013817,0.0040503,,0.134814404,-0.014626316
0.0048201,1.3821,0.5,6.2583,0.17913,-0.047044,1.1738,1.3821,0.5,6.2583,0.0031879,-0.00068521,-0.00062247,0.0021593,-0.0013682,0.004293,,0.133520776,-0.017242936
0.0047503,1.3903,0.5,6.2583,0.1873,-0.052853,1.1788,1.3903,0.5,6.2583,0.0030835,-0.00031986,-0.00069471,0.0020484,-0.0013239,0.0043686,,0.131587258,-0.019244044
0.0048868,1.3986,0.5,6.2583,0.19574,-0.059246,1.1849,1.3986,0.5,6.2583,0.0031571,7.76E-05,-0.00076977,0.0020245,-0.001327,0.0045919,,0.135368421,-0.021323269
0.0052912,1.4069,0.5,6.2583,0.20416,-0.06568,1.1923,1.4069,0.5,6.2583,0.0034774,0.00051818,-0.00081887,0.002131,-0.001309,0.0049741,,0.146570637,-0.02268338
0.0061144,1.4151,0.5,6.2583,0.21236,-0.071577,1.1994,1.4151,0.5,6.2583,0.0041137,0.00097856,-0.0006821,0.0024173,-0.0012288,0.0056978,,0.169373961,-0.018894737
0.0077163,1.4234,0.5,6.2583,0.22048,-0.07676,1.206,1.4234,0.5,6.2583,0.0052222,0.0014525,-0.00024075,0.002974,-0.0011262,0.0072364,,0.213747922,-0.006668975
0.010186,1.4316,0.5,6.2583,0.22869,-0.079952,1.2122,1.4316,0.5,6.2583,0.0070009,0.0019553,0.00077288,0.0037889,-0.00085056,0.0095831,,0.282160665,0.021409418
0.014084,1.4399,0.5,6.2583,0.2363,-0.081942,1.2148,1.4399,0.5,6.2583,0.0096738,0.0022924,0.0024628,0.0049556,-0.00050054,0.013538,,0.390138504,0.068221607
0.019274,1.4481,0.5,6.2583,0.2424,-0.082892,1.207,1.4481,0.5,6.2583,0.013641,0.0024391,0.0048061,0.0066744,-0.00017023,0.018231,,0.533905817,0.133132964
0.026153,1.4564,0.5,6.2583,0.24644,-0.083894,1.1867,1.4564,0.5,6.2583,0.019154,0.0025759,0.0082671,0.0092455,0.00025285,0.023906,,0.724459834,0.22900554
0.035262,1.4647,0.5,6.2583,0.24779,-0.086795,1.1501,1.4647,0.5,6.2583,0.025904,0.0024276,0.012989,0.013288,0.000667,0.031333,,0.976786704,0.359806094
0.046029,1.4729,0.5,6.2583,0.24624,-0.09005,1.0916,1.4729,0.5,6.2583,0.033209,0.0020787,0.018497,0.018874,0.0017844,0.039975,,1.275041551,0.512382271
0.05788,1.4812,0.5,6.2583,0.24174,-0.094917,1.0157,1.4812,0.5,6.2583,0.040419,0.0016363,0.024282,0.024746,0.0033355,0.050595,,1.6033241,0.672631579
0.069128,1.4894,0.5,6.2583,0.23374,-0.098975,0.92805,1.4894,0.5,6.2583,0.047196,0.0013524,0.029136,0.03049,0.0041475,0.060572,,1.914903047,0.807091413
0.077294,1.4977,0.5,6.2583,0.22232,-0.098168,0.82931,1.4977,0.5,6.2583,0.052757,0.00094109,0.032247,0.035038,0.0037868,0.066793,,2.141108033,0.893268698
0.082551,1.5059,0.5,6.2583,0.20876,-0.094797,0.72167,1.5059,0.5,6.2583,0.055849,-0.00056755,0.032678,0.039713,0.002849,0.06954,,2.286731302,0.905207756
0.086082,1.5142,0.5,6.2583,0.19394,-0.088998,0.61076,1.5142,0.5,6.2583,0.056486,-0.0026948,0.030854,0.045189,0.0021474,0.070489,,2.384542936,0.85468144
0.08584,1.5224,0.5,6.2583,0.17839,-0.077018,0.50488,1.5224,0.5,6.2583,0.056092,-0.0047364,0.027788,0.047645,0.0013403,0.067942,,2.377839335,0.769750693
0.083452,1.5307,0.5,6.2583,0.16317,-0.061254,0.40816,1.5307,0.5,6.2583,0.056044,-0.0071599,0.024455,0.047817,0.00036907,0.063042,,2.311689751,0.677423823
0.082491,1.539,0.5,6.2583,0.14955,-0.046006,0.31584,1.539,0.5,6.2583,0.056301,-0.0096214,0.022687,0.048518,-0.00040452,0.060164,,2.285069252,0.628448753
0.081729,1.5472,0.5,6.2583,0.13721,-0.029496,0.22525,1.5472,0.5,6.2583,0.056129,-0.011402,0.021763,0.04972,-0.00017149,0.057608,,2.263961219,0.602853186
0.080573,1.5555,0.5,6.2583,0.12482,-0.0085602,0.13825,1.5555,0.5,6.2583,0.055456,-0.012629,0.021361,0.051271,-9.60E-05,0.05442,,2.231939058,0.591717452
0.07946,1.5637,0.5,6.2583,0.11238,0.018498,0.061627,1.5637,0.5,6.2583,0.054215,-0.013459,0.020939,0.05247,-0.0010916,0.052235,,2.201108033,0.580027701
0.077387,1.572,0.5,6.2583,0.099456,0.050481,-5.06E-05,1.572,0.5,6.2583,0.052259,-0.014586,0.019536,0.052815,-0.0012378,0.049699,,2.143684211,0.541163435
0.075068,1.5802,0.5,6.2583,0.085978,0.084737,-0.049043,1.5802,0.5,6.2583,0.050019,-0.015845,0.01746,0.054556,-0.0001081,0.045561,,2.079445983,0.48365651
0.073619,1.5885,0.5,6.2583,0.072989,0.12592,-0.088635,1.5885,0.5,6.2583,0.047985,-0.016719,0.014983,0.057524,0.0016963,0.04173,,2.039307479,0.415041551
0.072398,1.5968,0.5,6.2583,0.060224,0.17381,-0.12512,1.5968,0.5,6.2583,0.046753,-0.017488,0.012719,0.059877,0.003045,0.038166,,2.005484765,0.35232687
0.070541,1.605,0.5,6.2583,0.04871,0.21945,-0.15916,1.605,0.5,6.2583,0.046418,-0.016881,0.010887,0.059145,0.00286,0.035519,,1.954044321,0.301578947
0.068952,1.6133,0.5,6.2583,0.039468,0.26169,-0.18298,1.6133,0.5,6.2583,0.046355,-0.014177,0.0087854,0.057019,0.003208,0.03453,,1.910027701,0.243362881
0.069183,1.6215,0.5,6.2583,0.030857,0.3044,-0.19397,1.6215,0.5,6.2583,0.046512,-0.010335,0.0067619,0.056773,0.0043737,0.035082,,1.916426593,0.187310249
0.069559,1.6298,0.5,6.2583,0.022121,0.34529,-0.19819,1.6298,0.5,6.2583,0.047117,-0.0059884,0.0053977,0.056089,0.0052842,0.035911,,1.926842105,0.149520776
0.069536,1.638,0.5,6.2583,0.01406,0.37713,-0.20024,1.638,0.5,6.2583,0.047913,-0.0018055,0.0042728,0.055718,0.0066866,0.035441,,1.926204986,0.118360111
0.070944,1.6463,0.5,6.2583,0.0060434,0.39375,-0.2009,1.6463,0.5,6.2583,0.048842,0.0019793,0.0025484,0.057506,0.0073127,0.035541,,1.965207756,0.070592798
0.073248,1.6545,0.5,6.2583,-0.002202,0.39671,-0.19284,1.6545,0.5,6.2583,0.050174,0.00562,9.96E-05,0.059123,0.0054795,0.0372,,2.029030471,0.002759252
0.076773,1.6628,0.5,6.2583,-0.0092148,0.39255,-0.17514,1.6628,0.5,6.2583,0.0515,0.0090612,-0.0029185,0.061723,0.0012851,0.040323,,2.1266759,-0.080844875
0.027657,0.83719,0.5,6.2666,-0.079754,-0.01651,1.0155,0.83719,0.5,6.2666,0.010598,0.00065988,-0.010804,0.0063643,-0.0018088,0.038351,,0.766121884,-0.299279778
0.019354,0.84544,0.5,6.2666,-0.078608,-0.015927,1.0761,0.84544,0.5,6.2666,0.0091383,-4.48E-05,-0.0069475,0.0045731,-0.00025246,0.024997,,0.536121884,-0.192451524
0.013798,0.8537,0.5,6.2666,-0.07744,-0.013612,1.0961,0.8537,0.5,6.2666,0.0074756,-9.46E-05,-0.0038848,0.0037026,6.01E-05,0.016417,,0.382216066,-0.107612188
0.0098621,0.86196,0.5,6.2666,-0.076708,-0.010997,1.1039,0.86196,0.5,6.2666,0.0058936,3.12E-05,-0.0021669,0.003108,-0.00039409,0.010723,,0.273188366,-0.060024931
0.0076034,0.87021,0.5,6.2666,-0.076479,-0.010479,1.1123,0.87021,0.5,6.2666,0.0046298,0.00014266,-0.0011875,0.0024898,-0.00088813,0.0080872,,0.210620499,-0.032894737
0.0062511,0.87847,0.5,6.2666,-0.076059,-0.011094,1.1118,0.87847,0.5,6.2666,0.0037533,0.00019578,-0.00038772,0.002128,-0.0011584,0.0066209,,0.173160665,-0.010740166
0.0056957,0.88672,0.5,6.2666,-0.075616,-0.012088,1.1137,0.88672,0.5,6.2666,0.0032123,0.00013941,-3.64E-05,0.0020853,-0.0014148,0.0060938,,0.157775623,-0.001009446
0.0052893,0.89498,0.5,6.2666,-0.075312,-0.012546,1.112,0.89498,0.5,6.2666,0.002899,4.03E-05,0.0002683,0.002083,-0.0015528,0.0055966,,0.146518006,0.007432133
0.0049772,0.90324,0.5,6.2666,-0.0751,-0.012273,1.1118,0.90324,0.5,6.2666,0.0027484,-3.85E-05,0.00042628,0.00205,-0.0016745,0.0051559,,0.137872576,0.01180831
0.0047381,0.91149,0.5,6.2666,-0.074946,-0.011344,1.1111,0.91149,0.5,6.2666,0.0027008,-0.00010513,0.0005762,0.0020249,-0.0017431,0.0047504,,0.131249307,0.015961219
0.0045412,0.91975,0.5,6.2666,-0.074821,-0.010056,1.1109,0.91975,0.5,6.2666,0.0027013,-0.0001648,0.00066748,0.0019858,-0.0017381,0.0043953,,0.125795014,0.018489751
0.0043767,0.92801,0.5,6.2666,-0.074657,-0.0089742,1.1101,0.92801,0.5,6.2666,0.0027154,-0.00020944,0.00074595,0.0019138,-0.0016575,0.0041242,,0.121238227,0.020663435
