K,X,Y,Z,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.024264,0.81242,0.5,10.047,-0.0080061,-0.01573,0.96655,0.81242,0.5,10.047,0.015825,0.003755,0.0057094,0.015502,0.0010978,0.0172,,0.672132964,0.158155125
0.024848,0.82068,0.5,10.047,-0.0096636,-0.014754,0.96069,0.82068,0.5,10.047,0.016531,0.00356,0.0060667,0.015955,0.0012854,0.01721,,0.688310249,0.168052632
0.025157,0.82893,0.5,10.047,-0.011095,-0.014611,0.95602,0.82893,0.5,10.047,0.017116,0.0032448,0.006385,0.016161,0.0012015,0.017037,,0.696869806,0.176869806
0.0040797,0.030909,0.5,10.063,0.0017957,0.02122,0.78392,0.030909,0.5,10.063,0.00031559,-9.61E-05,-0.00043198,0.0021825,-5.17E-05,0.0056614,,0.11301108,-0.011966205
0.0049868,0.066184,0.5,10.063,0.0042409,0.014949,0.91397,0.066184,0.5,10.063,0.00076402,-8.04E-05,-0.000701,0.0025382,-0.00038672,0.0066713,,0.138138504,-0.019418283
0.0045515,0.10006,0.5,10.063,0.0067395,0.0039187,0.9645,0.10006,0.5,10.063,0.0009469,3.65E-05,-0.00041296,0.00214,-0.00051224,0.0060162,,0.126080332,-0.011439335
0.0037629,0.13258,0.5,10.063,0.0082315,-0.0019197,0.99643,0.13258,0.5,10.063,0.00097504,2.43E-05,-0.00016039,0.0017626,-0.0002888,0.0047882,,0.104235457,-0.004442936
0.0032453,0.16379,0.5,10.063,0.0086809,-0.0091765,1.0193,0.16379,0.5,10.063,0.0010435,3.17E-05,-0.00023211,0.0015394,-0.00025952,0.0039076,,0.089897507,-0.00642964
0.0033445,0.19372,0.5,10.063,0.008686,-0.013835,1.0307,0.19372,0.5,10.063,0.0012238,0.00010986,-0.00026904,0.0014535,-0.00029575,0.0040118,,0.092645429,-0.007452632
0.0035924,0.22242,0.5,10.063,0.0083584,-0.016029,1.0466,0.22242,0.5,10.063,0.0015241,0.00018562,-0.00027185,0.0015034,-0.00039043,0.0041573,,0.099512465,-0.007530471
0.0034464,0.24993,0.5,10.063,0.0076777,-0.016117,1.0573,0.24993,0.5,10.063,0.0018212,0.00029212,-0.00016125,0.0014892,-0.00047745,0.0035825,,0.095468144,-0.004466759
0.0032941,0.27629,0.5,10.063,0.0070062,-0.01476,1.0616,0.27629,0.5,10.063,0.0020266,0.00034598,-7.35E-05,0.0014469,-0.00055427,0.0031147,,0.091249307,-0.002036011
0.0034452,0.30154,0.5,10.063,0.0065112,-0.014782,1.0655,0.30154,0.5,10.063,0.0022399,0.00031784,-5.05E-05,0.0015734,-0.0005751,0.0030771,,0.095434903,-0.001398892
0.0037175,0.32572,0.5,10.063,0.0058713,-0.01523,1.0668,0.32572,0.5,10.063,0.0025516,0.00027564,0.00016353,0.001763,-0.0006852,0.0031204,,0.102977839,0.004529917
0.004024,0.34887,0.5,10.063,0.0049791,-0.015895,1.0685,0.34887,0.5,10.063,0.0028915,0.00033461,0.00021912,0.0019039,-0.0008564,0.0032525,,0.111468144,0.006069806
0.0042897,0.37102,0.5,10.063,0.0044727,-0.016078,1.0694,0.37102,0.5,10.063,0.0031556,0.00041985,7.12E-05,0.0019867,-0.00084948,0.0034371,,0.118828255,0.001972299
0.0046818,0.39221,0.5,10.063,0.0047547,-0.0162,1.0699,0.39221,0.5,10.063,0.0033221,0.00049102,-1.58E-05,0.0020706,-0.00084641,0.0039708,,0.129689751,-0.000437673
0.0050791,0.41248,0.5,10.063,0.0053483,-0.015902,1.0702,0.41248,0.5,10.063,0.0034531,0.00058902,-5.73E-05,0.0023207,-0.00089598,0.0043845,,0.140695291,-0.001587258
0.0054237,0.43187,0.5,10.063,0.0056395,-0.015222,1.0675,0.43187,0.5,10.063,0.0036253,0.00070368,-2.59E-05,0.0026276,-0.00096024,0.0045945,,0.150240997,-0.000717452
0.0059161,0.4504,0.5,10.063,0.0056537,-0.015638,1.0636,0.4504,0.5,10.063,0.0039021,0.00085195,3.48E-05,0.0029006,-0.00096438,0.0050294,,0.163880886,0.000963989
0.006445,0.46812,0.5,10.063,0.0056062,-0.015891,1.0606,0.46812,0.5,10.063,0.0042396,0.00094683,0.00012011,0.0032656,-0.00092461,0.0053848,,0.178531856,0.003327147
0.0069001,0.48504,0.5,10.063,0.0050453,-0.0154,1.0587,0.48504,0.5,10.063,0.0046225,0.0010112,0.00016039,0.0036225,-0.0010535,0.0055552,,0.191138504,0.004442936
0.0075325,0.50122,0.5,10.063,0.0037569,-0.014611,1.0548,0.50122,0.5,10.063,0.0051637,0.0011668,0.00019008,0.0039678,-0.0011599,0.0059334,,0.20865651,0.005265374
0.0083703,0.51667,0.5,10.063,0.0023879,-0.014635,1.0516,0.51667,0.5,10.063,0.0057523,0.0014212,0.00026984,0.0043872,-0.0011027,0.0066011,,0.231864266,0.007474792
0.0090992,0.53142,0.5,10.063,0.0016463,-0.01549,1.0507,0.53142,0.5,10.063,0.0062037,0.0015495,0.0003421,0.0048456,-0.0011918,0.0071492,,0.252055402,0.009476454
0.0095687,0.54551,0.5,10.063,0.0016315,-0.015431,1.0503,0.54551,0.5,10.063,0.0065079,0.0015042,0.00047792,0.0051911,-0.0012466,0.0074385,,0.265060942,0.013238781
0.010085,0.55896,0.5,10.063,0.0016938,-0.015368,1.049,0.55896,0.5,10.063,0.006784,0.0015471,0.00060964,0.0055446,-0.0011366,0.0078422,,0.279362881,0.016887535
0.010762,0.5718,0.5,10.063,0.00099336,-0.014974,1.0476,0.5718,0.5,10.063,0.0072255,0.0016828,0.00080377,0.0058693,-0.0009385,0.0084282,,0.298116343,0.022265097
0.011348,0.58405,0.5,10.063,0.00011506,-0.013672,1.0458,0.58405,0.5,10.063,0.0077229,0.0019143,0.0011088,0.0061708,-0.00073455,0.0088013,,0.31434903,0.030714681
0.011836,0.59575,0.5,10.063,8.70E-05,-0.013457,1.0449,0.59575,0.5,10.063,0.0080713,0.0021458,0.0011961,0.0065241,-0.00068279,0.009076,,0.327867036,0.033132964
0.01221,0.6069,0.5,10.063,0.0004277,-0.014448,1.0453,0.6069,0.5,10.063,0.0083238,0.002387,0.0011697,0.0068706,-0.00065016,0.0092258,,0.338227147,0.032401662
0.012594,0.61755,0.5,10.063,0.00051481,-0.015163,1.0444,0.61755,0.5,10.063,0.0085763,0.0026703,0.0012561,0.0072421,-0.00060411,0.0093703,,0.348864266,0.034795014
0.012998,0.6277,0.5,10.063,0.00033506,-0.01528,1.0422,0.6277,0.5,10.063,0.0088665,0.0029389,0.0013946,0.0076673,-0.00033547,0.0094617,,0.360055402,0.038631579
0.013559,0.63738,0.5,10.063,-4.80E-05,-0.016081,1.0397,0.63738,0.5,10.063,0.0091992,0.0033121,0.0015676,0.0081559,-3.92E-05,0.0097622,,0.375595568,0.043423823
0.014283,0.64661,0.5,10.063,-0.00039945,-0.017674,1.0368,0.64661,0.5,10.063,0.0095574,0.0036569,0.0017415,0.0085841,-4.85E-06,0.010425,,0.39565097,0.048240997
0.014882,0.65542,0.5,10.063,-0.00064982,-0.018911,1.0339,0.65542,0.5,10.063,0.0099409,0.0038284,0.0018963,0.00896,-1.02E-06,0.010863,,0.412243767,0.052529086
0.015387,0.66381,0.5,10.063,-0.00091909,-0.019068,1.0308,0.66381,0.5,10.063,0.01036,0.0038763,0.0020639,0.0092673,0.00010345,0.011147,,0.426232687,0.057171745
0.015853,0.67207,0.5,10.063,-0.001134,-0.018007,1.0276,0.67207,0.5,10.063,0.010796,0.0038048,0.0022526,0.0095392,0.00030903,0.011372,,0.439141274,0.062398892
0.016323,0.68032,0.5,10.063,-0.0013039,-0.016957,1.0238,0.68032,0.5,10.063,0.011219,0.0037614,0.0025552,0.0098545,0.00065039,0.011572,,0.452160665,0.070781163
0.016819,0.68858,0.5,10.063,-0.0016001,-0.017225,1.0198,0.68858,0.5,10.063,0.011635,0.0038858,0.0028626,0.010136,0.00092727,0.011867,,0.465900277,0.079296399
0.017306,0.69683,0.5,10.063,-0.0020232,-0.017643,1.0178,0.69683,0.5,10.063,0.012023,0.0039896,0.0030084,0.010256,0.00088966,0.012332,,0.479390582,0.08333518
0.017802,0.70509,0.5,10.063,-0.0023433,-0.017135,1.0161,0.70509,0.5,10.063,0.012315,0.0039358,0.0030991,0.010364,0.00054882,0.012925,,0.493130194,0.085847645
0.018225,0.71335,0.5,10.063,-0.0023388,-0.015945,1.0128,0.71335,0.5,10.063,0.012451,0.0037744,0.0032348,0.010551,8.05E-05,0.013449,,0.504847645,0.089606648
0.018483,0.7216,0.5,10.063,-0.0020802,-0.014592,1.009,0.7216,0.5,10.063,0.012428,0.0035857,0.0034339,0.010656,-0.00023998,0.013882,,0.51199446,0.095121884
0.018672,0.72986,0.5,10.063,-0.0018145,-0.013894,1.005,0.72986,0.5,10.063,0.012281,0.0034371,0.0036185,0.01097,-0.00039267,0.014093,,0.517229917,0.100235457
0.018966,0.73811,0.5,10.063,-0.0018054,-0.013613,1.0009,0.73811,0.5,10.063,0.012111,0.0033552,0.0037861,0.011615,-0.00058896,0.014206,,0.525373961,0.104878116
0.019368,0.74637,0.5,10.063,-0.0021544,-0.013024,0.9973,0.74637,0.5,10.063,0.012073,0.0032408,0.0039446,0.01224,-0.00082528,0.014423,,0.536509695,0.109268698
0.019936,0.75463,0.5,10.063,-0.0026445,-0.012453,0.99452,0.75463,0.5,10.063,0.012215,0.0030589,0.0040137,0.012994,-0.00089238,0.014663,,0.552243767,0.111182825
0.020599,0.76288,0.5,10.063,-0.0030486,-0.012189,0.99208,0.76288,0.5,10.063,0.012494,0.0029384,0.0039972,0.013721,-0.00072288,0.014984,,0.570609418,0.110725762
0.021108,0.77114,0.5,10.063,-0.0034078,-0.012503,0.98937,0.77114,0.5,10.063,0.012829,0.0029912,0.0040304,0.013998,-0.00046072,0.015389,,0.584709141,0.111645429
0.021644,0.7794,0.5,10.063,-0.003847,-0.013376,0.98616,0.7794,0.5,10.063,0.013195,0.0031491,0.0042159,0.014175,-9.29E-05,0.015919,,0.599556787,0.116783934
0.022326,0.78765,0.5,10.063,-0.0044244,-0.014629,0.98211,0.78765,0.5,10.063,0.013689,0.0034044,0.0046175,0.014548,0.00036461,0.016414,,0.618448753,0.127908587
0.022894,0.79591,0.5,10.063,-0.0054028,-0.015788,0.97788,0.79591,0.5,10.063,0.014387,0.0037166,0.0050631,0.014828,0.00069085,0.016574,,0.634182825,0.140252078
0.023501,0.80416,0.5,10.063,-0.0069315,-0.016233,0.97285,0.80416,0.5,10.063,0.015208,0.0038874,0.0054061,0.015001,0.00092785,0.016793,,0.65099723,0.149753463
0.024253,0.81242,0.5,10.063,-0.0086413,-0.015491,0.96623,0.81242,0.5,10.063,0.015982,0.0038307,0.0057405,0.01541,0.0011852,0.017113,,0.671828255,0.15901662
0.024825,0.82068,0.5,10.063,-0.010228,-0.014287,0.96029,0.82068,0.5,10.063,0.016642,0.0035772,0.0060504,0.015887,0.0012933,0.017122,,0.68767313,0.167601108
0.025096,0.82893,0.5,10.063,-0.011557,-0.014062,0.95557,0.82893,0.5,10.063,0.017194,0.0032238,0.0063195,0.016079,0.0011026,0.01692,,0.695180055,0.175055402
0.0040922,0.030909,0.5,10.079,0.0017604,0.021272,0.78363,0.030909,0.5,10.079,0.00031464,-9.57E-05,-0.00043224,0.0021869,-5.28E-05,0.005683,,0.113357341,-0.011973407
0.0049945,0.066184,0.5,10.079,0.0041812,0.01499,0.91374,0.066184,0.5,10.079,0.00076169,-8.00E-05,-0.00070061,0.0025473,-0.0003883,0.00668,,0.138351801,-0.019407479
0.0045488,0.10006,0.5,10.079,0.0066711,0.0039222,0.96444,0.10006,0.5,10.079,0.00094552,3.80E-05,-0.0004107,0.0021459,-0.00051341,0.0060061,,0.12600554,-0.011376731
0.0037675,0.13258,0.5,10.079,0.0081393,-0.0019319,0.99644,0.13258,0.5,10.079,0.0009789,2.60E-05,-0.00015844,0.0017638,-0.00029085,0.0047923,,0.104362881,-0.00438892
0.003251,0.16379,0.5,10.079,0.0085662,-0.0092129,1.0193,0.16379,0.5,10.079,0.0010521,3.07E-05,-0.00022846,0.0015416,-0.0002649,0.0039084,,0.090055402,-0.006328532
0.0033415,0.19372,0.5,10.079,0.0085556,-0.013867,1.0307,0.19372,0.5,10.079,0.0012293,0.00011049,-0.00026665,0.0014537,-0.00030344,0.0040001,,0.092562327,-0.007386427
0.0035928,0.22242,0.5,10.079,0.0082175,-0.016059,1.0466,0.22242,0.5,10.079,0.0015253,0.00018271,-0.00027331,0.0015016,-0.00039259,0.0041587,,0.099523546,-0.007570914
0.003449,0.24993,0.5,10.079,0.0075704,-0.016166,1.0571,0.24993,0.5,10.079,0.0018263,0.00028429,-0.00015812,0.0014869,-0.00047188,0.0035847,,0.095540166,-0.004380055
0.003296,0.27629,0.5,10.079,0.0069546,-0.014772,1.0615,0.27629,0.5,10.079,0.0020337,0.00034238,-6.54E-05,0.0014467,-0.00055019,0.0031118,,0.091301939,-0.001811634
0.0034516,0.30154,0.5,10.079,0.006499,-0.014765,1.0653,0.30154,0.5,10.079,0.002243,0.00031718,-4.61E-05,0.0015757,-0.00057247,0.0030845,,0.095612188,-0.001277008
0.003725,0.32572,0.5,10.079,0.0058789,-0.015262,1.0667,0.32572,0.5,10.079,0.0025556,0.00028107,0.00016269,0.0017651,-0.0006787,0.0031293,,0.103185596,0.004506648
0.0040296,0.34887,0.5,10.079,0.0049893,-0.015975,1.0686,0.34887,0.5,10.079,0.0028993,0.00034408,0.00021917,0.0019072,-0.00085043,0.0032527,,0.111623269,0.006071191
0.004295,0.37102,0.5,10.079,0.0044908,-0.016128,1.0695,0.37102,0.5,10.079,0.0031621,0.00042825,7.24E-05,0.0019891,-0.0008497,0.0034389,,0.118975069,0.00200554
0.0046859,0.39221,0.5,10.079,0.0047795,-0.016195,1.07,0.39221,0.5,10.079,0.0033256,0.00050027,-1.96E-05,0.0020729,-0.0008503,0.0039733,,0.129803324,-0.000542936
0.0050921,0.41248,0.5,10.079,0.005352,-0.0159,1.0702,0.41248,0.5,10.079,0.0034654,0.00059853,-5.48E-05,0.0023207,-0.00089371,0.004398,,0.141055402,-0.001518006
0.0054441,0.43187,0.5,10.079,0.0055954,-0.015241,1.0675,0.43187,0.5,10.079,0.0036571,0.00071289,-9.52E-06,0.0026172,-0.00094198,0.0046138,,0.150806094,-0.000263712
0.0059302,0.4504,0.5,10.079,0.0055825,-0.015624,1.0637,0.4504,0.5,10.079,0.0039464,0.00086278,3.81E-05,0.0028812,-0.0009481,0.0050327,,0.164271468,0.001055402
0.0064631,0.46812,0.5,10.079,0.0055341,-0.015861,1.0607,0.46812,0.5,10.079,0.0042907,0.00096205,0.00010818,0.0032559,-0.00093542,0.0053796,,0.179033241,0.002996676
0.006944,0.48504,0.5,10.079,0.0049382,-0.015363,1.0588,0.48504,0.5,10.079,0.0046924,0.0010265,0.00013418,0.003634,-0.001068,0.0055616,,0.192354571,0.003716898
0.0075927,0.50122,0.5,10.079,0.0036412,-0.014603,1.0549,0.50122,0.5,10.079,0.0052346,0.001192,0.00017297,0.0040055,-0.0011443,0.0059452,,0.2103241,0.004791413
0.0083884,0.51667,0.5,10.079,0.0023327,-0.014601,1.0517,0.51667,0.5,10.079,0.0057867,0.0014452,0.00027618,0.0044182,-0.0010715,0.0065719,,0.232365651,0.007650416
0.0090839,0.53142,0.5,10.079,0.001642,-0.015339,1.0508,0.53142,0.5,10.079,0.0062129,0.0015383,0.00038428,0.0048446,-0.0011415,0.0071104,,0.251631579,0.010644875
0.0096013,0.54551,0.5,10.079,0.0016159,-0.015304,1.0502,0.54551,0.5,10.079,0.0065193,0.0015038,0.00056309,0.0052157,-0.0011766,0.0074677,,0.265963989,0.015598061
0.010154,0.55896,0.5,10.079,0.0015693,-0.015217,1.0489,0.55896,0.5,10.079,0.0068228,0.0015514,0.0006915,0.0055548,-0.0010813,0.0079304,,0.281274238,0.019155125
0.010851,0.5718,0.5,10.079,0.00075405,-0.014795,1.0473,0.5718,0.5,10.079,0.0072908,0.0016887,0.00088934,0.0058514,-0.00090631,0.0085605,,0.300581717,0.024635457
0.011415,0.58405,0.5,10.079,-0.00014175,-0.013616,1.0455,0.58405,0.5,10.079,0.0077753,0.0019521,0.0011499,0.0061795,-0.0007119,0.008876,,0.316204986,0.031853186
0.011806,0.59575,0.5,10.079,-0.00014675,-0.013524,1.0448,0.59575,0.5,10.079,0.0080761,0.0021913,0.0011771,0.0065242,-0.0006504,0.0090114,,0.327036011,0.032606648
0.012156,0.6069,0.5,10.079,0.00021482,-0.014625,1.0452,0.6069,0.5,10.079,0.0082855,0.002461,0.0011662,0.0068884,-0.00062255,0.0091387,,0.336731302,0.032304709
0.012544,0.61755,0.5,10.079,0.00029378,-0.015321,1.0442,0.61755,0.5,10.079,0.0085323,0.0027548,0.0012679,0.0072879,-0.00054018,0.0092669,,0.347479224,0.035121884
0.012958,0.6277,0.5,10.079,7.28E-05,-0.015446,1.0419,0.6277,0.5,10.079,0.0088294,0.0030149,0.0014054,0.0077273,-0.00022765,0.0093601,,0.358947368,0.038930748
0.013574,0.63738,0.5,10.079,-0.0003066,-0.016303,1.0393,0.63738,0.5,10.079,0.0091724,0.0033679,0.0015713,0.0082161,3.94E-05,0.0097604,,0.37601108,0.043526316
0.014314,0.64661,0.5,10.079,-0.00062382,-0.017773,1.0364,0.64661,0.5,10.079,0.0095597,0.0036624,0.0017186,0.0086174,2.20E-05,0.01045,,0.396509695,0.047606648
0.014894,0.65542,0.5,10.079,-0.0009194,-0.018813,1.0335,0.65542,0.5,10.079,0.0099841,0.003812,0.0018772,0.0089568,7.50E-08,0.010847,,0.412576177,0.052
0.015387,0.66381,0.5,10.079,-0.0012843,-0.018775,1.0305,0.66381,0.5,10.079,0.010443,0.0038528,0.0020733,0.0092042,0.0001232,0.011126,,0.426232687,0.057432133
0.015862,0.67207,0.5,10.079,-0.0015019,-0.01775,1.0271,0.67207,0.5,10.079,0.010892,0.0038007,0.0022883,0.0094762,0.00034964,0.011355,,0.439390582,0.063387812
0.016325,0.68032,0.5,10.079,-0.0015618,-0.017008,1.0232,0.68032,0.5,10.079,0.011289,0.0038047,0.0026101,0.0098457,0.00069138,0.011515,,0.452216066,0.072301939
0.016775,0.68858,0.5,10.079,-0.0017302,-0.0173,1.0193,0.68858,0.5,10.079,0.011658,0.0039088,0.0028647,0.0101,0.00090716,0.011793,,0.46468144,0.079354571
0.01723,0.69683,0.5,10.079,-0.0020423,-0.017318,1.0173,0.69683,0.5,10.079,0.011987,0.0039553,0.0029674,0.010153,0.00078803,0.012319,,0.477285319,0.082199446
0.017741,0.70509,0.5,10.079,-0.0022357,-0.016575,1.0154,0.70509,0.5,10.079,0.012197,0.0038716,0.0030909,0.010284,0.00044462,0.013002,,0.491440443,0.085620499
0.018148,0.71335,0.5,10.079,-0.0020922,-0.015512,1.012,0.71335,0.5,10.079,0.012246,0.0036998,0.0032382,0.010507,2.12E-05,0.013544,,0.502714681,0.089700831
0.018369,0.7216,0.5,10.079,-0.0017068,-0.014243,1.0083,0.7216,0.5,10.079,0.012166,0.0035159,0.0034195,0.010694,-0.0002683,0.013878,,0.508836565,0.094722992
0.018611,0.72986,0.5,10.079,-0.0013872,-0.013433,1.0044,0.72986,0.5,10.079,0.012018,0.00339,0.0036257,0.011168,-0.00042515,0.014036,,0.515540166,0.100434903
0.018945,0.73811,0.5,10.079,-0.0014907,-0.012942,1.0005,0.73811,0.5,10.079,0.011922,0.0033369,0.003793,0.011822,-0.000611,0.014147,,0.524792244,0.105069252
0.019318,0.74637,0.5,10.079,-0.0020432,-0.01225,0.99717,0.74637,0.5,10.079,0.011986,0.003254,0.0039195,0.012323,-0.00076794,0.014326,,0.535124654,0.108573407
0.019866,0.75463,0.5,10.079,-0.0026472,-0.011818,0.99449,0.75463,0.5,10.079,0.012194,0.0031187,0.0039608,0.012965,-0.00077782,0.014573,,0.550304709,0.109717452
0.020496,0.76288,0.5,10.079,-0.0030797,-0.011778,0.99183,0.76288,0.5,10.079,0.012486,0.0030589,0.0039345,0.01358,-0.00063186,0.014926,,0.567756233,0.10898892
0.021009,0.77114,0.5,10.079,-0.0035205,-0.012202,0.98886,0.77114,0.5,10.079,0.012826,0.0031531,0.004005,0.013794,-0.00041347,0.015398,,0.581966759,0.110941828
0.021614,0.7794,0.5,10.079,-0.0041253,-0.013239,0.98543,0.7794,0.5,10.079,0.013238,0.0033365,0.0042352,0.014022,-5.67E-05,0.015967,,0.598725762,0.11731856
0.022307,0.78765,0.5,10.079,-0.0048903,-0.014766,0.98137,0.78765,0.5,10.079,0.013817,0.0036071,0.004656,0.014461,0.00040135,0.016336,,0.617922438,0.128975069
0.02283,0.79591,0.5,10.079,-0.0060034,-0.015999,0.97752,0.79591,0.5,10.079,0.014584,0.0039127,0.0050783,0.014732,0.00072645,0.016343,,0.632409972,0.14067313
0.023475,0.80416,0.5,10.079,-0.0075323,-0.016264,0.97258,0.80416,0.5,10.079,0.015403,0.0040556,0.0054241,0.014907,0.0010155,0.016639,,0.650277008,0.150252078
0.024257,0.81242,0.5,10.079,-0.0091671,-0.015212,0.96583,0.81242,0.5,10.079,0.016128,0.003926,0.0057607,0.015322,0.0012538,0.017062,,0.671939058,0.159576177
0.024788,0.82068,0.5,10.079,-0.010696,-0.013786,0.95988,0.82068,0.5,10.079,0.016747,0.0036231,0.0060302,0.015777,0.0012445,0.017052,,0.686648199,0.167041551
0.025039,0.82893,0.5,10.079,-0.01189,-0.013497,0.95497,0.82893,0.5,10.079,0.017247,0.0032306,0.0062839,0.015978,0.0009848,0.016854,,0.693601108,0.174069252
0.0041029,0.030909,0.5,10.096,0.0017279,0.02131,0.78333,0.030909,0.5,10.096,0.00031317,-9.13E-05,-0.00043385,0.0021886,-5.82E-05,0.005704,,0.11365374,-0.012018006
0.0050034,0.066184,0.5,10.096,0.0041278,0.01502,0.91349,0.066184,0.5,10.096,0.00075914,-7.27E-05,-0.00070242,0.0025576,-0.00039266,0.0066902,,0.138598338,-0.019457618
0.0045496,0.10006,0.5,10.096,0.0066108,0.0039267,0.96437,0.10006,0.5,10.096,0.0009445,4.33E-05,-0.00041239,0.002157,-0.00051702,0.0059978,,0.126027701,-0.011423546
0.0037722,0.13258,0.5,10.096,0.0080553,-0.0019396,0.99645,0.13258,0.5,10.096,0.00098011,2.64E-05,-0.00015651,0.0017688,-0.00029561,0.0047955,,0.104493075,-0.004335457
0.0032515,0.16379,0.5,10.096,0.0084607,-0.0092509,1.0193,0.16379,0.5,10.096,0.0010521,2.93E-05,-0.00022423,0.0015427,-0.00026875,0.0039081,,0.090069252,-0.006211357
0.0033319,0.19372,0.5,10.096,0.0084282,-0.013906,1.0308,0.19372,0.5,10.096,0.0012269,0.00011572,-0.00026491,0.0014497,-0.00030699,0.0039872,,0.092296399,-0.007338227
0.0035907,0.22242,0.5,10.096,0.0080707,-0.016089,1.0465,0.22242,0.5,10.096,0.0015238,0.00019016,-0.00027416,0.0014989,-0.00039454,0.0041586,,0.099465374,-0.00759446
0.0034475,0.24993,0.5,10.096,0.0074588,-0.016211,1.057,0.24993,0.5,10.096,0.001824,0.00028752,-0.00015688,0.0014843,-0.00046905,0.0035866,,0.095498615,-0.004345706
0.0032904,0.27629,0.5,10.096,0.0069025,-0.014781,1.0614,0.27629,0.5,10.096,0.0020278,0.00034351,-5.97E-05,0.0014452,-0.0005494,0.0031077,,0.091146814,-0.00165374
0.0034539,0.30154,0.5,10.096,0.0064805,-0.014746,1.0652,0.30154,0.5,10.096,0.0022386,0.00031765,-4.09E-05,0.0015786,-0.00057509,0.0030907,,0.0956759,-0.001132964
0.0037307,0.32572,0.5,10.096,0.0058742,-0.015289,1.0666,0.32572,0.5,10.096,0.0025564,0.00028402,0.00016636,0.0017659,-0.00067485,0.0031391,,0.10334349,0.00460831
0.0040322,0.34887,0.5,10.096,0.004992,-0.016046,1.0687,0.34887,0.5,10.096,0.0029027,0.00034381,0.00022488,0.0019063,-0.00084369,0.0032554,,0.111695291,0.006229363
0.0042977,0.37102,0.5,10.096,0.0045056,-0.016173,1.0697,0.37102,0.5,10.096,0.0031629,0.00041807,8.10E-05,0.0019902,-0.00084988,0.0034423,,0.119049861,0.002243767
0.0046879,0.39221,0.5,10.096,0.0047937,-0.016189,1.0701,0.39221,0.5,10.096,0.0033241,0.00048468,-1.50E-05,0.002074,-0.00085392,0.0039777,,0.129858726,-0.000415512
0.0051007,0.41248,0.5,10.096,0.0053352,-0.015891,1.0702,0.41248,0.5,10.096,0.0034739,0.00058285,-4.63E-05,0.0023179,-0.00088726,0.0044096,,0.141293629,-0.001282548
0.0054584,0.43187,0.5,10.096,0.0055413,-0.015252,1.0675,0.43187,0.5,10.096,0.0036818,0.00070351,8.26E-06,0.0026062,-0.00091948,0.0046288,,0.151202216,0.000228809
0.0059357,0.4504,0.5,10.096,0.0055205,-0.015612,1.0637,0.4504,0.5,10.096,0.0039747,0.00085938,4.02E-05,0.002861,-0.00092897,0.0050357,,0.164423823,0.001113573
0.0064728,0.46812,0.5,10.096,0.0054687,-0.015821,1.0608,0.46812,0.5,10.096,0.0043265,0.00095965,9.24E-05,0.0032454,-0.00094061,0.0053736,,0.179301939,0.002559557
0.0069863,0.48504,0.5,10.096,0.0048302,-0.015314,1.059,0.48504,0.5,10.096,0.0047586,0.0010248,0.00011056,0.0036456,-0.0010751,0.0055684,,0.193526316,0.003062604
0.0076461,0.50122,0.5,10.096,0.0035322,-0.014594,1.055,0.50122,0.5,10.096,0.0053016,0.0012025,0.0001716,0.0040386,-0.0011239,0.0059521,,0.211803324,0.004753463
0.0083971,0.51667,0.5,10.096,0.002288,-0.01453,1.0518,0.51667,0.5,10.096,0.0058188,0.0014428,0.00030363,0.0044344,-0.0010349,0.0065409,,0.232606648,0.008410803
0.0090741,0.53142,0.5,10.096,0.0016276,-0.015158,1.0507,0.53142,0.5,10.096,0.0062294,0.0015111,0.00044806,0.0048309,-0.0010846,0.007088,,0.251360111,0.012411634
0.0096399,0.54551,0.5,10.096,0.0015468,-0.015153,1.0501,0.54551,0.5,10.096,0.0065438,0.0014954,0.00065227,0.0052232,-0.001114,0.0075128,,0.267033241,0.018068421
0.010222,0.55896,0.5,10.096,0.0013746,-0.015017,1.0487,0.55896,0.5,10.096,0.0068786,0.0015475,0.00077283,0.0055395,-0.0010415,0.0080249,,0.283157895,0.021408033
0.010931,0.5718,0.5,10.096,0.00047749,-0.014609,1.047,0.5718,0.5,10.096,0.0073618,0.0017019,0.00096535,0.005826,-0.00088758,0.008674,,0.302797784,0.026740997
0.011443,0.58405,0.5,10.096,-0.00039876,-0.013551,1.0453,0.58405,0.5,10.096,0.0078142,0.0019822,0.0011675,0.0061762,-0.00069433,0.0088963,,0.316980609,0.03234072
0.011758,0.59575,0.5,10.096,-0.00036043,-0.013565,1.0448,0.59575,0.5,10.096,0.0080649,0.0022316,0.0011593,0.0065264,-0.00061537,0.0089254,,0.325706371,0.032113573
0.012114,0.6069,0.5,10.096,1.81E-05,-0.014757,1.0451,0.6069,0.5,10.096,0.008247,0.0025368,0.0011578,0.0069313,-0.00059094,0.0090489,,0.335567867,0.032072022
0.012503,0.61755,0.5,10.096,6.78E-05,-0.015403,1.0439,0.61755,0.5,10.096,0.0085009,0.0028314,0.0012577,0.0073606,-0.00046991,0.0091451,,0.34634349,0.034839335
0.012953,0.6277,0.5,10.096,-0.00020389,-0.015552,1.0416,0.6277,0.5,10.096,0.0088147,0.0030851,0.0013959,0.0078051,-0.00013362,0.0092853,,0.358808864,0.03866759
